id,cat0,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cont0,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,target
3147,A,A,A,C,B,D,A,E,C,F,0.6336186172322809,0.7622772906538551,0.33339406582378484,0.30339242605833483,0.2794539131842706,0.5400996441623891,0.7628798933921438,0.4965858124359605,0.4451647756734557,0.5702372450860205,0.726208460760519,0.7280835961398926,0.6983722439619776,0.4698456082778433,7.946687056860133
3148,A,B,A,C,B,D,A,E,E,F,0.9242895729872768,0.7627364372237515,0.2228984034582159,0.5856772634643991,0.25276534525895344,0.9652446832772068,0.20171131318715071,0.2394221981118107,0.8688920242271836,0.8038420680305539,0.5845029003842812,0.7541403723430955,0.8863476228501779,0.7476785444779381,6.937304950702012
3149,A,B,A,C,B,B,A,E,C,F,0.5350755264345609,0.6175549229591829,0.6688340605788089,0.2399928539292024,0.2777049568246367,0.36949950966770895,0.631539676185261,0.26667521375273684,0.4493086593119879,0.4804459252421131,0.41383985133189216,0.7591267712714228,0.3441744750470394,0.36491855561468906,8.576702003527897
3150,A,B,A,C,B,B,A,E,E,H,0.10528762125395974,0.4897598522059466,0.4181714818064848,0.3472693303374711,0.34120023836661234,0.2670963754990584,0.2031049820967388,0.23204684063414016,0.29551552187332564,0.3173115304349717,0.31622261211786673,0.2746898706692842,0.4830210778173069,0.7567927853538947,7.320833027857231
3151,A,B,A,A,B,B,A,E,C,N,0.5157444875529926,0.6623134580787239,0.42559288826963615,0.33716262920129353,0.27828774306652343,0.3566784948149878,0.8524729412551395,0.3060792668920345,0.4406962620653455,0.43988996622026666,0.605727413784603,0.7008928464450481,0.34533947379450153,0.8071679842611422,5.516178433324051
3153,A,B,A,A,B,B,A,E,C,F,0.4912751068092493,0.6371740648545675,0.5660811545825153,0.4061939778046269,0.28011607783568115,0.3776319371954448,0.4670165777683937,0.3586633852267174,0.4732517675919254,0.6542894307596037,0.3444489906757593,0.887562446367471,0.3734528434325664,0.2730941523183812,8.35719563731782
3154,A,A,A,A,B,C,A,E,G,H,0.6687916611516473,0.5542475849892323,0.2371780045861448,0.6502791347979602,0.30799921344914666,0.627890825843562,0.2201525769938167,0.604933702766468,0.6038933517976007,0.8025993042666967,0.6226609635847334,0.6703810538090128,0.7645359483219221,0.3309701737797397,5.924759783634604
3155,A,B,A,C,B,D,A,B,G,F,0.8265621096099339,0.05895421861357314,-0.042497421606680914,0.7340016583909452,0.2425869249152984,0.8732976289655401,0.3735448691620213,0.7554129679592753,0.8580734217215593,0.8162978478788625,0.6311507090620235,0.5253051120876373,0.6646905483401512,0.30708686030937565,5.99783021956285
3161,A,B,A,C,B,D,A,E,C,F,0.6559018892923376,0.7720750693736024,0.5593985032250645,0.3891642172771147,0.5148109042275786,0.8758206335096094,0.7655419767612492,0.7028991921748168,0.4390363158281537,0.7602903920495198,0.5883662612033691,0.6432615600240295,0.7645391882268676,0.8163782329938234,7.854253360559503
3162,A,B,A,A,B,B,A,E,A,L,0.5232431668902321,0.6221682921455143,0.5707146084273232,0.20288829460399507,0.28696892026950604,0.5595827960018758,0.6376676790531484,0.2238502546527289,0.4457548720698387,0.4861326603891623,0.6574859418749588,0.7068312033445548,0.3773837934606956,0.39272439306218704,9.612673270171735
3163,A,B,A,A,B,B,A,E,E,H,0.6311705887862565,0.6821311349226415,0.44514839398082506,0.7790286455647524,0.29970359656995194,0.3699900559535768,0.31926684851859216,0.3486638417369866,0.2877284136973987,0.4614182988952335,0.26518267847807625,0.7715057113477733,0.3001858841880569,0.3936905395702959,7.530163133941943
3165,A,A,A,C,B,B,A,E,E,K,0.3032980680309924,0.5574207734152415,0.5484624815481252,0.4396726934542421,0.41015843878568703,0.27195580008479264,0.3551458936135993,0.6816844423682906,0.30327461591334404,0.239515655015085,0.183887547746218,0.3752735312469419,0.3888458274699799,0.4881960548697448,8.67575490345844
3166,A,A,A,D,B,D,A,E,C,L,0.4675794044514492,0.6538140223617126,0.5214788506298094,0.2561327729350997,0.2805275648678776,0.3866025633625592,0.421598428139457,0.3068806864130693,0.42358376317203256,0.5028421277574349,0.7422996990401668,0.7043302947830576,0.7032911936305013,0.2907593506100525,7.630585036017591
3167,A,B,A,C,B,B,A,E,A,I,0.7814364677920423,0.03767938483000188,0.5954848359925369,0.18352503613691865,0.4194573506993871,0.31640903065220016,0.3677237129578392,0.8944792874960594,0.39922086332704704,0.3194024214947059,0.21640814723245705,0.24551887545547274,0.5975742804949762,0.2091240663460563,7.550573753928022
3168,A,A,A,C,B,D,A,D,C,F,0.4726161173885018,0.6318936841597718,0.4249724692364403,0.18290831876978372,0.24904935224555974,0.6718287257359256,0.3655710089343559,0.3605770461703636,0.35146418449447125,0.2759273504110703,0.2793737962001001,0.2265035341956147,0.2616112126259493,0.8267761283044532,7.925320642411556
3169,B,B,A,C,B,B,A,E,A,L,0.6565529656629435,0.5524323549557715,0.7191736396646352,0.3743506874369907,0.7524258678871724,0.363562706638662,0.9417444864633804,0.28150918358653354,0.466175232059291,0.5140757537933685,0.4469137998637061,0.9310625434216818,0.7110195470832085,0.7537446925625112,7.354766976688696
3170,A,B,A,C,B,D,A,E,G,H,0.9513123314155132,0.08772917813695645,0.6523626109732956,0.7496264494954074,0.2797793191120678,0.9179168215674656,0.541309280884346,0.8403413698656886,0.9184244729500484,0.7812836162227009,1.0067759464370163,0.976980410919808,0.8867663236987937,0.5015581242325914,7.8034448489015
3171,A,A,A,A,B,B,A,E,E,F,0.2727955242764534,0.6177890039385204,0.5081694107974144,0.4225137908788667,0.8830821134831323,0.3767081498735973,0.33576114562570697,0.3652731256289361,0.4025954663902558,0.3801692664730559,0.37266913266423657,0.3230199631987095,0.5303604098111712,0.7187138699660853,7.224570544792409
3173,A,B,A,C,B,D,A,E,G,L,0.6486748181284093,0.1026888115617565,0.05652916336468865,0.39832420124375,0.2801081626578698,0.7212072791200109,0.4311039626798331,0.6769380519486355,0.5826553595712398,0.64266034690687,0.5343240937381357,0.22740701859105505,0.8387239332489482,0.29783956061222705,7.148826055747443
3176,A,A,A,C,B,B,A,E,E,G,0.4770322610239756,0.6195001475977778,0.5379122696602302,0.5231527447784146,0.4207829345674017,0.386061160118877,0.3651374975384226,0.6017423085233417,0.3663997696708585,0.39457494982388414,0.4539778050844142,0.3454690823681309,0.3147197855223212,0.4082198768985225,7.374281722011315
3178,A,B,A,C,B,B,A,E,C,L,0.4749209931986896,0.07786620981470126,0.9369128739717804,0.7787932350193507,0.7508326996572873,0.4466578709910188,0.2899745588904101,0.23242698912938706,0.35340509382789265,0.3358500502535579,0.4524714213560741,0.723054219967341,0.3208956878058422,0.4595614878841174,8.187784205028477
3179,A,B,A,C,B,A,A,E,C,I,0.4882906085543642,0.4194797998477857,0.4501183364333912,0.3275741661915753,0.2817015617899017,0.34624005256373114,0.9047683987241544,0.2561301410948937,0.5513816440763645,0.4397097562179588,1.0202051047080123,0.7006727862335309,0.2787204494703076,0.4766003085510613,7.423167599383445
3180,A,A,A,C,B,B,A,E,E,L,0.3045516973730794,0.08260027029727772,0.4747048263378337,0.3914411785839584,0.8379330549967167,0.23579569110777146,0.3550653395343001,0.2422439063785261,0.2808031112488158,0.14501879323956646,0.18013471106840992,0.16779519960200304,0.5536613904797955,0.30486204076748835,8.144963757573679
3181,A,B,A,C,B,B,A,E,G,F,0.5093908318556511,0.7088043042908915,0.7050948167299194,0.8790821401448136,0.8216522532495303,0.6176273244364583,0.6089888788423768,0.3179159398264197,0.6014946083782952,0.6730449409970686,0.53896501313749,0.9424134078195248,0.3443377037181949,0.7328869259066466,6.632323918863169
3182,A,B,A,C,B,D,A,D,G,F,0.7970059862110938,0.08796072915883411,0.115130894751257,0.705225228514612,0.24501954248454105,0.8476548532885023,0.5925727104465711,0.9016089257648128,0.8973957411296517,0.7989919820944855,0.6077146585691255,0.6361957451697013,0.8727543331521461,0.7053714884327781,7.722685220689388
3184,A,B,A,A,B,B,A,E,C,H,0.5757628546366993,0.6763105949858563,0.3174288992555973,0.2119648097502868,0.2782827882798497,0.7771136022797057,0.5687374878296542,0.268640089131519,0.5404881067662436,0.4778222419899359,0.6053296103285138,0.8932852281438044,0.3003138234239475,0.8519154256214757,7.474677618323061
3185,A,A,A,C,B,B,A,E,E,I,0.2895433808208492,0.5548067534883161,0.49781819780694,0.37376327445849,0.6694742422287607,0.20784211548312267,0.3580765671521789,0.3195673505409017,0.4080523455467967,0.3253881179286324,0.38622843718345823,0.22666176616771835,0.31991747801446074,0.8290382667699522,6.85659681135179
3186,B,B,A,A,B,B,A,E,A,I,0.5949591363285721,0.2917707413744575,0.2281703198527636,0.7310709463930323,0.2818323896866051,0.5108823066119005,0.9248878183372041,0.7067189210448838,0.5639718334875563,0.4487864367482624,0.5663652218726364,0.4889364477528742,0.3515507569142623,0.8098029993299152,7.320147002510286
3187,A,A,A,C,B,D,A,D,C,B,0.670061922299126,0.7477455628242989,0.5098792857297557,0.16352781278220302,0.278498625501203,0.3348109945255819,0.8826732422679343,0.3134440064028566,0.3890816400150683,0.5647201936888204,0.6301284852758321,0.8618241340585076,0.7336949534245913,0.3269217996462126,8.00906226426553
3188,A,B,A,C,B,B,A,E,E,L,0.4929923334734055,0.09644763470113664,0.5809016651397022,0.35037314928639346,0.4129882917881661,0.4356806843079744,0.4802101334358006,0.2348760623373484,0.4825340593461504,0.3784305959954829,0.4181059583030162,0.2919424194914765,0.3377909809456012,0.7177365108413688,7.161041809678662
3189,A,A,A,A,B,B,A,E,A,G,0.8972498275238381,0.6168191152482089,0.2170165897933968,0.5781793915714528,0.5293066894664527,0.8532710129303098,0.8985779456545125,0.5031308036697154,0.8259245451408416,0.7489538886684491,0.6169664383650707,0.8049244628653168,0.8880627260733199,0.2837086064902453,7.747131172108097
3191,A,A,A,C,B,D,A,D,G,F,0.9687728373859144,0.08420005180354115,0.12500811552300553,0.5979744629440097,0.50140487217368,1.0271350211875434,0.3203343297498522,0.6721595413563937,0.9034174990200492,0.8064513084640292,0.6099135933571712,0.7991827578450288,0.8722383872950473,0.4411573891971793,7.348179108367186
3193,A,B,A,C,B,D,A,E,C,L,0.9004476479674134,0.6184689323030829,0.16616239732823995,0.782210577833652,0.2780851118931795,0.9278401057460132,0.6869705914683458,0.9161025252734796,0.7116794857204848,0.8098880501371554,0.8063396621153074,0.7793662920691953,0.924480681611261,0.4135329554745196,7.056775203862594
3194,A,A,A,D,B,B,A,E,C,L,0.5138619549909744,0.11104890227277796,0.5378501353691434,0.2195907768662923,0.2784989754740931,0.4990383550584613,0.34490789532079386,0.2989415361659389,0.4116483209526365,0.4881118843954367,0.5767435528560211,0.2883474296647451,0.2929628430302173,0.3190006432216472,8.631491127840704
3197,A,A,A,A,B,B,A,E,E,F,0.4630591321436458,0.7459823658376332,0.5723396995471863,0.8183227228525916,0.5331719947778245,0.2830013967458307,0.3393154493516239,0.2499887751406051,0.3581696390418237,0.32854053910441594,0.15265156616170586,0.28593822113644296,0.5858528982818485,0.30310969349087824,8.282809173450442
3198,A,B,B,A,B,D,A,E,C,F,0.490781957786325,0.7479991387901112,0.6970938694617203,0.7539621900626025,0.2784098495664254,0.4693571401139713,0.6430448075150537,0.28839901760707204,0.5363438953062376,0.5815965888731434,0.4544453764725319,0.7478900512516969,0.8277217326336015,0.7962469355307884,8.508840225486384
3199,A,A,A,C,B,B,A,D,C,J,0.5066550794759582,0.4176534638788553,0.9343816961949144,0.6064786238719462,0.7734128579368308,0.383583391675834,0.4276681044761437,0.5729325679230562,0.405325062536574,0.5340402278852392,0.2695119731027357,0.24152010921419764,0.357132229370805,0.2573799704644545,7.70472461816395
3200,A,A,A,C,B,B,A,E,C,H,0.4163391680520986,0.6628338335656907,0.5444949977345864,0.5184774947984598,0.3273872272576589,0.2214757389895882,0.32262371715512106,0.6557120213172847,0.2795354252179366,0.31259259662760697,0.23652090497697065,0.24491101101373125,0.5374815398157484,0.2879953805221842,5.799421380538596
3201,A,B,A,A,B,D,A,E,A,F,0.6058714504687429,0.2933984684976511,0.30650764297129673,0.1927923646196034,0.5478962828353555,0.7522414432973485,0.6775782258757599,0.3484361560391116,0.4842931546378494,0.7960409780648151,0.8341053648791787,0.8131272594897254,0.91000888707434,0.7439572427915183,6.472918800325437
3202,A,A,A,A,B,B,A,E,C,F,0.2933046044729834,0.6415847893898651,0.3662029684226553,0.5267389868345049,0.2766662811069245,0.3332734897969962,0.2278451272595089,0.2618562859829281,0.1828671657868736,0.3894107368772251,0.2912854693599595,0.3097913378488737,0.3244740763732928,0.2864090201715038,7.440668742463406
3204,A,A,A,C,B,B,A,E,C,K,0.517103983626942,0.10413400105800732,0.6978131471389318,0.3502192405232485,0.791303885339921,0.3663221461086509,0.5318522380249592,0.2633966245444213,0.4411852078632316,0.3917955629579401,0.5993300841168445,0.6601750912917269,0.7192815435429933,0.19543467576224333,7.406830740830775
3205,A,A,A,C,B,B,A,E,C,H,0.5137387162689129,0.4175869766504917,0.6811647639718053,0.36625387628186296,0.28070015598420056,0.4228636851855686,0.410036987052117,0.27979247585602035,0.5419807720003263,0.3979361910015409,0.4368213535506216,0.6875806808556568,0.3372727356198618,0.3243620984102553,8.023911845341953
3206,A,A,A,A,B,B,A,E,C,F,0.41402109404574383,0.6493414006822474,0.5163581216245654,0.35650436721513545,0.28238863286162325,0.3688883338219898,0.320309450997199,0.27692223563473856,0.39939939981128103,0.3807222670565883,0.3823409088612429,0.4256257304272701,0.34996365884458724,0.7043227731481538,8.336083540270053
3207,A,A,A,C,B,D,A,E,E,K,0.3235680215083555,0.4849503268628284,0.3675712872200636,0.15311979221553962,0.2746555436734761,0.5377809680910121,0.4382966291262371,0.35425468733723403,0.3985858665897144,0.4653087993069279,0.716643424711357,0.5627974160118141,0.7473316845766979,0.449185575213351,8.528896612835089
3212,A,A,A,A,B,D,A,E,A,F,0.916002156618182,0.6187543997228665,0.3176365742474629,0.6037355328987349,0.27779702571282866,0.9700950896456066,0.743806018651177,0.2672390033980264,0.9096560956253158,0.3592427719831248,1.020563046274976,0.30671325503271457,0.7414439115659267,0.7897903431534447,7.746973455990713
3213,A,B,A,C,B,B,A,E,E,F,0.5173058046554454,0.621915591589993,0.9305236763337024,0.8840646304771442,0.4225557726845128,0.3942491976623812,0.33537627686527804,0.2724767369047149,0.2902636068609381,0.3601981717453839,0.3891384730835759,0.27045037053523546,0.3250882670197013,0.4499000133843056,6.811608059987675
3214,A,B,A,C,B,D,A,E,C,L,0.4247072454132021,0.7813101406671279,0.32382540124091863,0.8041181856528162,0.4888760884890985,0.3989692861338648,0.3747008858177465,0.44053289491730097,0.4990882468678757,0.43945521552118144,0.7028776335772777,0.7262620434146028,0.35664931494715185,0.4727792732629736,8.973581239605497
3217,A,A,A,A,B,B,A,E,C,F,0.4790616342759059,0.7602969832367247,0.3398072716615637,0.3158141363979397,0.2802250184884842,0.5808718774830299,0.7363527168433853,0.3461989225584006,0.5166559420477816,0.5058049891765767,0.8283705844240649,0.8443443572730518,0.3246196617433093,0.6457187348757393,7.712486614480957
3219,A,A,A,C,B,D,A,E,A,J,0.5264230602293484,0.6622869317793417,0.5166815109580369,0.2419737461390516,0.27804004031468715,0.4462100084911185,0.43520532621215774,0.6731686890446094,0.9279997893363214,0.5501859782575889,0.6383402116619571,0.8052586633112362,0.6755230236828659,0.4573785463817291,8.779529655948057
3221,A,B,A,C,B,B,A,D,A,L,0.5331452123080719,0.3558322408250877,0.4302065763567903,0.15351720769314467,0.281494512893508,0.39631073294425656,0.6845346433861768,0.3333689701671596,0.4236802182971282,0.5098931586747585,0.3772300806812939,0.4203335937180073,0.33359613032646074,0.2199368554986402,8.033852599738301
3222,A,B,A,C,B,D,A,B,G,F,0.9121668548157033,0.04898515654541306,0.20669962848421014,0.8250705217415106,0.5521948565144419,0.9291423654556128,0.6941054017995776,0.9571451960562448,0.9170268097333218,0.8302843012546396,0.7039970796964418,0.7007184781191086,0.7565890639523569,0.6769360211434537,8.51432799349503
3223,A,B,A,C,B,B,A,E,G,L,0.6729356524272769,0.0973770969213872,0.4896593629518989,0.34953517228071457,0.6993184907220249,0.28886082463358265,0.29400558955504474,0.23684342940983985,0.3154074235479364,0.31798405661932866,0.6350154138053961,0.2992210825474124,0.5439839703501598,0.4338056410629596,8.504223434825025
3225,A,B,A,C,B,B,A,E,C,J,0.4859619128437309,0.7729493837136333,0.944740884886968,0.8014415750733509,0.27924569809467537,0.4780270223007455,0.7985703984861047,0.5915897249976804,0.4050004462399376,0.3993246390101056,0.5025046521594584,0.8553610218607938,0.28777875076258075,0.4158429738367345,8.087235248404339
3226,A,A,A,A,B,B,A,E,C,F,0.5287337366757594,0.7595513793061762,0.5798889508883249,0.2309808994695974,0.7756096307480137,0.31402055130872986,0.3527640454355373,0.2474262275453948,0.3644015262812122,0.5161412302850416,0.29144695503134704,0.3478490926375545,0.3496209609922494,0.5638392663981604,7.597447606349624
3227,A,A,A,A,B,D,A,E,E,F,0.8928097997504268,0.619385973288219,0.15244783440621446,0.7839287080061478,0.2681766837087726,0.9632973745851114,0.4548024775514726,0.7290635827154649,0.8601143204166233,0.8284002290229335,0.5648191680585755,0.5313850353784543,0.8785601285180773,0.3916332875397136,6.499779738509661
3228,A,B,B,C,B,D,A,E,A,L,0.8476802316357887,0.617211237290047,0.10539641386857593,0.5926622089377126,0.5017905021053082,0.8599097601521383,0.7808972772667704,0.9273538740690244,0.8015886513234257,0.8024565862630755,0.8285179102784378,0.7574396648953236,0.8296734296728736,0.292197680738922,7.907412062863359
3229,A,A,A,A,B,D,A,E,E,H,0.3220058378902337,0.6570020792882596,0.5811099847703166,0.4214541901950145,0.7577955470694742,0.3913493990233661,0.3436319167282901,0.2550138297942089,0.2190265289723609,0.31161902087128923,0.2307377779283667,0.20158998830299027,0.2911849374884513,0.2741182307625962,5.73681347792871
3230,A,A,A,C,B,B,A,E,E,K,0.2589132332555903,0.6673446104159309,0.6514073502168013,0.4313737665261758,0.2799652218160169,0.7581246557048613,0.7138141139486627,0.25095887938580536,0.4931085761800898,0.6299411060925794,0.5736744314647813,0.6855492756797366,0.32656172658915017,0.27738376886373683,6.826310980301598
3232,B,B,A,A,B,B,A,E,C,F,0.5976500261142283,0.7595909338913511,0.5568583547631304,0.20087583293700248,0.5202579200670439,0.38035931464913,0.9068247118282428,0.2580576695949325,0.3568989856899865,0.3416530709656149,0.6989398072871407,0.7285568746555047,0.2992729659613492,0.3606341034399251,7.183519797274825
3233,A,B,A,C,B,B,A,E,C,L,0.34433397861260784,0.10054872943128887,0.9232251537461638,0.4126104665245497,0.4216122590698375,0.24590123177306955,0.2701164097585432,0.2625943717755967,0.1706079413563418,0.3692052849436582,0.2611580164619228,0.2293721490300087,0.3219726472102646,0.7951271518922483,6.360725520153429
3238,B,A,A,C,B,C,A,E,G,O,0.6159637145433279,0.3576272041052425,0.139904336853534,0.7907608220047443,0.7623734550264161,0.6869005645875429,0.2713360868681972,0.6850269336755241,0.6436645589724228,0.807223055141814,0.8916893860140475,0.6808937328608664,0.6691574315368789,0.7258382634002802,8.692510416379756
3240,A,B,A,C,B,B,A,E,E,J,0.3372435245217702,0.3580455665568523,0.5649189088190961,0.3751475005489655,0.4692516048057176,0.264676990628139,0.5097873302173845,0.701153621534477,0.285312999517276,0.5786139222895089,0.4173914713813832,0.5075156312777206,0.6232924878805228,0.7993277128226424,7.149406305289042
3241,A,A,A,A,B,D,A,B,A,F,0.9164308602300684,0.7598501981330607,0.3515064479339465,0.7649458189604293,0.5208708999832876,0.901923167432686,0.6369908578374024,0.3497318031598485,0.4449607809102816,0.8191915378893322,0.4790990648581212,0.6908302445669446,0.5958035399974398,0.28468450003418977,7.93512029409615
3243,A,A,A,C,B,D,A,D,G,A,0.9592767307576752,0.13127336037759893,0.17546719703712765,0.8220655069319655,0.2774262657242287,0.901093237864045,0.9411868223801976,0.6844305129904491,0.9474947192029116,0.8281618695095841,0.6362967735222035,0.7290252321032865,0.8936142119709888,0.8116548125011782,6.9791905061472095
3244,A,B,B,D,B,D,A,G,C,F,0.5076612556683017,0.7608803685992176,0.33525991146436385,0.20057028113174544,0.2798672150283737,0.6285411915365008,0.7478154086892005,0.3507310996565662,0.4766437409620856,0.38108836912247424,0.6994950709306192,0.7130484929426771,0.7123024860236168,0.3434563624888111,8.299107710545144
3246,A,B,A,C,B,B,A,E,E,L,0.26092813962945105,0.4887979278808977,0.5597373059982745,0.23825319382942456,0.4826995203774549,0.1621923459919637,0.3952645892482449,0.267511055563096,0.2271427729521167,0.16577866927828028,0.15215087258129267,0.2882098995645542,0.3991322896782324,0.4757752256291553,8.318612745615084
3247,A,A,A,A,B,D,A,E,C,F,0.4369658720600148,0.4854415394081607,0.5870863261114639,0.21435436925937906,0.5378533788064861,0.32542444552768834,0.6840872619738274,0.6550789684664088,0.3515463214558921,0.6066407598137101,0.6384359531464817,0.8479423458241716,0.3027478924739276,0.2880836725753958,8.176138700742019
3248,A,A,A,C,B,D,A,E,C,F,0.70542241592397,0.5498243095927599,0.6481776038719127,0.8108149843036697,0.2799940789294569,0.8685140229487122,0.9995676721710116,0.6314100352763387,0.17628516893106114,0.7991162739775829,0.4222027658110016,0.7189742860588406,0.8256587723640103,0.17033507202584508,6.735121577670824
3249,A,B,B,A,B,B,A,E,C,F,0.6624616399381794,0.48367997764596604,0.3182192644612201,0.7508803702172524,0.2777004120676877,0.4817533270318762,0.3882020220179872,0.30138797609497,0.33805951475823753,0.5872469057416068,0.5698892895860312,0.689706139154579,0.2900020241499525,0.6968513989556522,7.247506670377847
3250,A,B,B,C,B,B,A,E,G,L,0.6255902569151655,0.5539240334413827,0.3570910318785362,0.6657413827788617,0.2805081402476365,0.551367575266667,0.5434526531375,0.7047561770595302,0.5411354761734659,0.7891538544019839,0.7381336211519072,0.7990947604364431,0.7623519017894599,0.7537798244449945,8.214569797852837
3252,A,B,B,C,B,B,A,E,E,H,0.4623135587744719,0.4860985810841805,0.5485061878299456,0.3554370654019621,0.31626601777733065,0.4215440349431575,0.3800323656383792,0.3028943509603051,0.390296647753276,0.2673717370181689,0.4462464372035688,0.31930996065807105,0.3475190002701041,0.2495330971613177,8.017706287173246
3253,B,A,A,C,B,D,A,E,C,I,0.6580462705977096,0.5530846944027847,0.5168465461998356,0.8345609662136495,0.2778022962380404,0.4149151211545589,0.5738700090609589,0.4421590656804124,0.40653606996487984,0.7468500758194871,0.5841250580340773,0.837410220062394,0.3454800259487798,0.7446554101727715,8.126957111858312
3255,A,A,B,A,B,D,A,E,C,I,0.5226747431565202,0.6189943270338991,0.3290068362416163,0.3566530596258247,0.27999418241501245,0.7085169584399409,0.8742003367865638,0.7647815934327272,0.9729247541314168,0.8298284254241329,0.8866447863036635,0.7263334198133028,0.8756330590593103,0.7358775189088985,8.57118618515203
3257,A,B,A,D,B,B,A,E,A,F,0.4673542313249276,0.5513351121071901,0.14264754996797402,0.8166050728319114,0.3057922784879454,0.4766080904368533,0.7853073045986529,0.2453175258056922,0.4904562316241817,0.5439259747865711,0.7015546696594547,0.8195117968435676,0.3407934894941183,0.6670940918977428,8.278090467789673
3259,A,A,A,C,B,B,A,E,E,F,0.26522745688599875,0.3558126226509477,0.6735647941288277,0.44975166138619294,0.2768784300170039,0.265255604228942,0.3604806728289778,0.27460915275803155,0.3177488111358948,0.3885244717992604,0.3039714304757807,0.2972499807316252,0.29430218781396666,0.3045769128112737,8.560991434907042
3261,A,B,A,C,B,B,A,E,D,H,0.3618341028785947,0.11989433817200015,0.3801882016607437,0.8544050939504922,0.3716466971971132,0.2495992036008157,0.2362623011292541,0.25509265582900553,0.3343673466688377,0.30449448814856195,0.239514900361619,0.21864818258509647,0.6940125375361653,0.7654277399601773,8.595030652385546
3262,A,A,A,A,B,D,A,E,E,F,0.7893180322502705,0.483891532967981,0.4752448357169944,0.1848206453195194,0.4812107143835307,0.7635674157914744,0.52079176150318,0.24627652567585795,0.4931739157096013,0.8233597481765302,0.7302992888214618,0.8276684068595005,0.5976717601851329,0.4785736654908333,7.742715091636532
3263,A,B,A,C,B,B,A,E,G,F,0.6672451187916473,0.039398880354722055,0.4131629117742698,0.18753397395939128,0.4879442582102751,0.4422217030280349,0.5112022150736661,0.6403139050371897,0.4687475425375137,0.7874681630585635,0.709375896185665,0.7491643040608487,0.8184409306067524,0.220710804206636,8.413246814584744
3264,A,A,A,C,B,B,A,E,E,L,0.27322376471313703,0.6534251815159636,0.4624955530060189,0.19364968927406045,0.9270380741307314,0.24939982065536986,0.3609150686434701,0.2582589419167565,0.2272918362884925,0.2994572664171595,0.23604093655539746,0.28637938985424805,0.3853347082698573,0.7957086375487303,8.076522396504703
3265,A,A,A,A,B,D,A,E,C,F,0.4826864198748487,0.6378493464463622,0.3480780815348139,0.20165065695391202,0.5908094018460257,0.6279098977906961,0.5217532209383647,0.4768443616004083,0.4448046957165531,0.5678414783502466,0.6654856430102327,0.6877411940717323,0.3522710966547302,0.2039723767224796,5.116687912317284
3266,A,A,A,A,B,B,A,E,E,K,0.3533386150738487,0.7443491301544554,0.4092111243929965,0.7715424267103604,0.746090501544023,0.44231841407462535,0.3649441341280941,0.2272086208690452,0.16056964530834225,0.5470585671068176,0.16795404355465487,0.2569079992349533,0.3304337759049667,0.7012406445201527,8.286542598111241
3269,A,B,A,C,B,B,A,E,E,F,0.3116627773502288,0.6192931102560087,0.3441297109825255,0.5851533734868434,0.2791469756134501,0.40037039676532266,0.4081217894322581,0.4693131270592479,0.36635175775904827,0.7057428199941974,0.6069892593667747,0.2604346430288118,0.32982003856443765,0.5097879181508141,7.8659404541852975
3271,A,A,A,A,B,D,A,E,C,I,0.9619157358099688,0.29347682165877714,0.3185548325007693,0.6565286975798621,0.2806770188441081,0.9397931436285027,0.6198744501522272,0.7164879453015606,0.957026278769766,0.8117807322794279,0.9292649111818986,0.701921088380428,0.8364292544285448,0.6811774265690702,6.603017874475541
3275,A,A,A,C,B,D,A,E,E,K,0.7445687942628498,-0.0215852830892776,-0.02683524385377739,0.4008875554075787,0.27559940558840995,0.8695511632786815,0.33005064987052923,0.3169922006844422,0.8606857638195412,0.7779669548167809,0.3806742333719504,0.6217850896295447,0.5215683814745179,0.7783620279531999,7.928069545933032
3278,A,A,A,C,B,D,A,E,E,F,0.7427951803384828,0.6173137741284934,0.16220607072724486,0.7667004821488191,0.2818496080495772,0.9178056476805552,0.2455565240579789,0.5209037261088112,0.7835500659090452,0.8424854927513203,0.7300318743116668,0.70140683199348,0.8106981672118698,0.2766615985416181,7.8316354381112845
3281,B,A,A,C,B,B,A,E,C,I,0.5150558408998934,0.5518182133492935,0.4145549783009225,0.228762614841556,0.7594776524809739,0.3413796815642455,0.37331195491042457,0.2550175059016755,0.2803285671585209,0.4465666163444024,0.25566301686594894,0.3469549173591817,0.3527793399524028,0.3443290684995365,6.502223963950534
3284,A,A,A,C,B,D,A,E,C,F,0.5142444986574337,0.7714670005805605,0.8422892160225746,0.7458190297940971,0.2803880319090494,0.6177959253673904,0.6806093753213475,0.9808207391965352,0.5364125201117887,0.6323826831580329,0.7373259007832386,0.7006006277892111,0.7850471037417834,0.350366858748126,6.830446699229655
3285,A,B,A,C,B,D,A,E,C,G,0.6470379002488376,0.8074502076586908,0.2328844386760596,0.7724263155438021,0.4116205060011913,0.7621686621301189,0.32234355252451136,0.5576200994667206,0.6133606855233631,0.3916486003930503,0.4715226792580071,0.6961337510458679,0.6875146154899964,0.37030023723673905,6.062141291546648
